path,label,photo_id
data/squares/empty/000_a8.png,empty,000
data/squares/B/000_b8.png,B,000
data/squares/empty/000_c8.png,empty,000
data/squares/B/000_d8.png,B,000
data/squares/empty/000_e8.png,empty,000
data/squares/empty/000_f8.png,empty,000
data/squares/K/000_g8.png,K,000
data/squares/empty/000_h8.png,empty,000
data/squares/empty/000_a7.png,empty,000
data/squares/B/000_b7.png,B,000
data/squares/empty/000_c7.png,empty,000
data/squares/empty/000_d7.png,empty,000
data/squares/empty/000_e7.png,empty,000
data/squares/empty/000_f7.png,empty,000
data/squares/empty/000_g7.png,empty,000
data/squares/empty/000_h7.png,empty,000
data/squares/empty/000_a6.png,empty,000
data/squares/empty/000_b6.png,empty,000
data/squares/empty/000_c6.png,empty,000
data/squares/empty/000_d6.png,empty,000
data/squares/empty/000_e6.png,empty,000
data/squares/N/000_f6.png,N,000
data/squares/empty/000_g6.png,empty,000
data/squares/empty/000_h6.png,empty,000
data/squares/empty/000_a5.png,empty,000
data/squares/empty/000_b5.png,empty,000
data/squares/empty/000_c5.png,empty,000
data/squares/empty/000_d5.png,empty,000
data/squares/empty/000_e5.png,empty,000
data/squares/empty/000_f5.png,empty,000
data/squares/k/000_g5.png,k,000
data/squares/empty/000_h5.png,empty,000
data/squares/empty/000_a4.png,empty,000
data/squares/empty/000_b4.png,empty,000
data/squares/empty/000_c4.png,empty,000
data/squares/empty/000_d4.png,empty,000
data/squares/empty/000_e4.png,empty,000
data/squares/empty/000_f4.png,empty,000
data/squares/empty/000_g4.png,empty,000
data/squares/empty/000_h4.png,empty,000
data/squares/empty/000_a3.png,empty,000
data/squares/empty/000_b3.png,empty,000
data/squares/empty/000_c3.png,empty,000
data/squares/empty/000_d3.png,empty,000
data/squares/empty/000_e3.png,empty,000
data/squares/empty/000_f3.png,empty,000
data/squares/empty/000_g3.png,empty,000
data/squares/empty/000_h3.png,empty,000
data/squares/empty/000_a2.png,empty,000
data/squares/empty/000_b2.png,empty,000
data/squares/empty/000_c2.png,empty,000
data/squares/empty/000_d2.png,empty,000
data/squares/empty/000_e2.png,empty,000
data/squares/empty/000_f2.png,empty,000
data/squares/empty/000_g2.png,empty,000
data/squares/empty/000_h2.png,empty,000
data/squares/empty/000_a1.png,empty,000
data/squares/empty/000_b1.png,empty,000
data/squares/empty/000_c1.png,empty,000
data/squares/empty/000_d1.png,empty,000
data/squares/n/000_e1.png,n,000
data/squares/q/000_f1.png,q,000
data/squares/empty/000_g1.png,empty,000
data/squares/empty/000_h1.png,empty,000
data/squares/empty/001_a8.png,empty,001
data/squares/B/001_b8.png,B,001
data/squares/empty/001_c8.png,empty,001
data/squares/B/001_d8.png,B,001
data/squares/empty/001_e8.png,empty,001
data/squares/empty/001_f8.png,empty,001
data/squares/empty/001_g8.png,empty,001
data/squares/R/001_h8.png,R,001
data/squares/empty/001_a7.png,empty,001
data/squares/empty/001_b7.png,empty,001
data/squares/empty/001_c7.png,empty,001
data/squares/empty/001_d7.png,empty,001
data/squares/empty/001_e7.png,empty,001
data/squares/empty/001_f7.png,empty,001
data/squares/empty/001_g7.png,empty,001
data/squares/empty/001_h7.png,empty,001
data/squares/empty/001_a6.png,empty,001
data/squares/b/001_b6.png,b,001
data/squares/empty/001_c6.png,empty,001
data/squares/empty/001_d6.png,empty,001
data/squares/k/001_e6.png,k,001
data/squares/empty/001_f6.png,empty,001
data/squares/empty/001_g6.png,empty,001
data/squares/empty/001_h6.png,empty,001
data/squares/empty/001_a5.png,empty,001
data/squares/empty/001_b5.png,empty,001
data/squares/empty/001_c5.png,empty,001
data/squares/empty/001_d5.png,empty,001
data/squares/empty/001_e5.png,empty,001
data/squares/empty/001_f5.png,empty,001
data/squares/empty/001_g5.png,empty,001
data/squares/empty/001_h5.png,empty,001
data/squares/empty/001_a4.png,empty,001
data/squares/empty/001_b4.png,empty,001
data/squares/n/001_c4.png,n,001
data/squares/empty/001_d4.png,empty,001
data/squares/empty/001_e4.png,empty,001
data/squares/empty/001_f4.png,empty,001
data/squares/empty/001_g4.png,empty,001
data/squares/empty/001_h4.png,empty,001
data/squares/empty/001_a3.png,empty,001
data/squares/r/001_b3.png,r,001
data/squares/K/001_c3.png,K,001
data/squares/empty/001_d3.png,empty,001
data/squares/empty/001_e3.png,empty,001
data/squares/empty/001_f3.png,empty,001
data/squares/empty/001_g3.png,empty,001
data/squares/empty/001_h3.png,empty,001
data/squares/b/001_a2.png,b,001
data/squares/empty/001_b2.png,empty,001
data/squares/empty/001_c2.png,empty,001
data/squares/empty/001_d2.png,empty,001
data/squares/empty/001_e2.png,empty,001
data/squares/empty/001_f2.png,empty,001
data/squares/empty/001_g2.png,empty,001
data/squares/empty/001_h2.png,empty,001
data/squares/empty/001_a1.png,empty,001
data/squares/empty/001_b1.png,empty,001
data/squares/empty/001_c1.png,empty,001
data/squares/empty/001_d1.png,empty,001
data/squares/empty/001_e1.png,empty,001
data/squares/empty/001_f1.png,empty,001
data/squares/empty/001_g1.png,empty,001
data/squares/empty/001_h1.png,empty,001
data/squares/empty/002_a8.png,empty,002
data/squares/B/002_b8.png,B,002
data/squares/empty/002_c8.png,empty,002
data/squares/B/002_d8.png,B,002
data/squares/empty/002_e8.png,empty,002
